Project Number,Project Name,Full Address,Latitude,Longitude,Legal Description,Project Manager,Project Status
RS19332,Signature Homes - Mokohinau Drive,"Mokohinau Drive, Mangawhai, 0975",0.0,0.0,,Nathan Walker,Not proceeding
RS19331,"Versatile - 162 Marsden Point Road, Ruakaka","162 Marsden Point Road, Ruakākā, 0116",-35.889343,174.451035,,Ryan Jenner,Active
RS19330,"Motatau School - 18 Henare Road, Motatau","18 Henare Road, Motatau, 0281",-35.49608,174.0351,,Rachel Wright,Bid unsuccessful
RS19329,Darby - 713 Rockell Road,"713 Rockell Road, Whananaki, 0181",0.0,0.0,,Sarah Scott,Active
RS19328,Catherine & Greg Smith - 230 Mountfield Rd,"230 Mountfield Road, Ruakākā, 0582",0.0,0.0,,Matthew Jacobson,Active
RS19327,Versatile - 813 SH14,"813 State Highway 14, Maunu, Whangārei, 0179",-35.74291,174.23671,,David Platt,Complete
RS19326,Todd and Fiona Morley - 143A Tomarata Road,"143A Tomarata Road, Mangawhai, 0975",-36.13948,174.585709,,Codie Hay,Active
RS19325,"The Breath Space Ltd - Tinelle Langdon - 136 Ocean Beach Road, Whangarei Heads","136 Ocean Beach Road, Whangārei Heads, 0174",-35.84497,174.549515,,Matthew Jacobson,Active
RS19324,R&J - Hilhorst - 79 Mackesy Rd,"79 Mackesy Road, Parahaki, Whangārei, 0112",-35.731555,174.35408,,Harry Lee,Bid unsuccessful
RS19323,Classic Builders - 13 Kaymahr Lane,"13 Kaymahr Lane, Maunu, Whangārei, 0179",0.0,0.0,,Sarah Scott,Active
RS19322,Caltex - Cnr Normanby & Victoria St,"1 Normanby Street, Dargaville, 0310",-35.943687,173.866455,,Rachel Wright,Complete
RS19321,Signature Homes - Williams,"12 Pegasus Lane, Waipu, 0582",0.0,0.0,,Harry Lee,Active
RS19320,Northbase TC - Northbase Drive,"2 Northbase Drive, Mangawhai, 0505",0.0,0.0,,Logan Holt,Active
RS19319,Whangarei District Council - 11 Marina Road,"11 Marina Road, Tutukaka, 0173",-35.609584,174.524567,,Matthew Jacobson,Active
RS19318,Christian - 21 Marlin Drive,"21 Marlin Drive, Taupō Bay, 0494",-34.993434,173.709518,,Liam Crawford,Not proceeding
RS19317,Fowler Homes - 21 Taurangawaka Road,"21 Taurangawaka Road, Whangarei, 0118",-35.833606,174.458313,,David Platt,Active
RS19316,Fowler Homes - 13 Taurangawaka Road,"13 Taurangawaka Road, Whangarei, 0118",-35.833103,174.458939,,David Platt,Active
RS19315,Burton - 1116 Takatu Road,"1116 Takatu Road, Tāwharanui Peninsula, 0986",0.0,0.0,,Logan Holt,Not proceeding
RS19314,Advance Build - 11 Serenity Place,"11 Serenity Place, Parua Bay, 0174",-35.77591,174.481964,,David Platt,Complete
RS19313,Ogden - 172 Abbey Caves Road,"172 Abbey Caves Road, Abbey Caves, Whangārei, 0175",-35.71636,174.353409,,David Platt,Complete
RS19312,Megan Scott - 108 Range Road,"108 Range Road, Kawakawa, 0281",-35.402343,174.06131,,Codie Hay,Active
RS19311,Classic Builders - 6 Topfield Place,"6 Topfield Place, Port Whangārei, 0110",0.0,0.0,,Sarah Scott,Active
RS19310,KDC - Tinopai Wharf (Ref 18536),"166 Komiti Road, Tinopai, 0593",-36.25715,174.250916,,Matthew Jacobson,Active
RS19309,Lynda Swanson - 29A Marsden Point Road,"29A Marsden Point Road, Ruakākā, 0116",-35.902397,174.449326,,Codie Hay,Not proceeding
RS19308,GJ Gardner - 35B Ngunguru Road - Ward,"35B Ngunguru Road, Glenbervie, Northland, 0173",-35.680305,174.336472,,Liam Crawford,Active
RS19307,Jimmy He - 9x The Landings lots,"Kitemaunga Avenue, One Tree Point, Northland",-35.827304,174.457733,,Codie Hay,Not proceeding
RS19306,"Advance Build - 66 Access Road, Kerikeri","66 Access Road, Kerikeri, 0230",-35.236633,173.933685,,Matthew Jacobson,Active
RS19305,Classic Builders - 16 Cornerstone Place,"16 Cornerstone Place, Te Kamo, Whangārei, 0185",0.0,0.0,,Matthew Jacobson,Active
RS19304,Pergola - 21 Holiday Crescent,"21 Holiday Crescent, Mangawhai Heads, 0505",0.0,0.0,,Logan Holt,Proposal
RS19303,Smith - 113 Wintle St,"113 Wintle Street, Mangawhai Heads, 0505",0.0,0.0,,Logan Holt,Proposal
RS19302,NPM Construction - 54 The Centre,"54 The Centre, Waipu, 0510",-35.9839,174.444458,,Matthew Hargood,Complete
RS19301,Wright Design - 557 Wayby Valley Road,"557 Wayby Valley Road, Wellsford, 0974",0.0,0.0,,Logan Holt,Active
RS19300,Blomfield Special School -  31 Maunu Rd,"31 Maunu Road, Woodhill, Whangārei, 0110",-35.730083,174.314316,,Rachel Wright,Not proceeding
RS19299,Classic Builders - 3 Evergreen Place,"3 Evergreen Place, Port Whangārei, 0110",0.0,0.0,,Sarah Scott,Complete
RS19298,Construction Management Group Ltd - Papatoetoe Intermediate 175 Motatau Road,"127 Motatau Road, Papatoetoe, Auckland, 2025",0.0,0.0,,Sarah Scott,Active
RS19297,Brandellero - 2 Tapper Crescent,"2 Tapper Crescent, Tikipunga, Whangārei, 0112",0.0,0.0,,Ariel Tudor,Active
RS19296,Peter & Maree Houba - 1077 Matapouri Road,"1077 Matapouri Road, Matapouri, Whangarei, 0173",-35.564117,174.495483,,Harry Lee,Active
RS19295,Stoneleigh Orchards Ltd - 564B Ngunguru Road,"564B Ngunguru Road, Glenbervie, Whangarei, 0173",-35.662822,174.386429,,Codie Hay,Complete
RS19294,Roughan -79 Clapham Rd,"79 Clapham Road, Whareora, 0175",-35.68833,174.341415,,Liam Crawford,Not proceeding
RS19293,Signature Homes - Minhas 59 Raewyn St,"59 Raewyn Street, Morningside, Whangārei, 0110",0.0,0.0,,Nathan Walker,Not proceeding
RS19292,Hardie Boys - 69 Cemetery Rd,"69 Cemetery Road, Te Arai, 0975",0.0,0.0,,Logan Holt,Consent pending
RS19291,45 Fairway Drive - Vero Insurance NZ,"45 Fairway Drive, Kerikeri, 0230",0.0,0.0,,Liam Crawford,Active
RS19290,"Te Putahi Developments Ltd - 435 Kamo Road, Whangarei","435-437 Kamo Road, Kamo, Whangarei",-35.688564,174.303391,,Matthew Jacobson,Active
RS19289,Kamo High - 1 WILKINSON AVE,"1 Wilkinson Avenue, Te Kamo, Whangārei, 0112",-35.684623,174.302933,,Rachel Wright,Complete
RS19288,"Classic Builders - 6 Mystic Close, Kotata","6 Mystic Close, Whangarei, 0110",0.0,0.0,,Sarah Scott,Active
RS19287,Don Martin - 775 Wiroa Road (RS13232),"775 Wiroa Road, Ōkaihau, 0475",-35.272453,173.859192,,Matthew Hargood,Active
RS19286,XL Structural - FieldCo - 24 Awakino Point East Road,"24 Awakino Point East Road, Dargaville",-35.92405,173.894791,,Matthew Jacobson,Active
RS19285,Standard Details,"2 Seaview Road, Whangarei, Whangarei, 0110",-35.721843,174.321671,,Matthew Jacobson,Active
RS19284,GJ Gardner - 29 Cascade Crescent - Whelan,"29 Cascade Crescent, Tikipunga, Whangārei, 0112",-35.67738,174.322739,,Liam Crawford,Active
RS19283,"Hanson - 23 Matauwhi Road, Russell","23 Matauwhi Road, Russell, 0202",-35.265815,174.1238,,David Platt,Complete
RS19282,Repiles and Relocatables - 15A Sumner Pl,"15A Sumner Place, Te Kamo, Whangārei, 0112",-35.676693,174.312958,,Matthew Hargood,Complete
RS19281,Classic Builders - Judd Road Ref #18514,"Judd Road, Maungaturoto",0.0,0.0,,Matthew Jacobson,Complete
RS19280,Reddy - 58 Cullen Street,"58 Cullen Street, Mangawhai Heads, 0505",0.0,0.0,,Logan Holt,Active
RS19279,GJ Gardner - 8 Rock Ridge Drive,"8 Rock Ridge Drive, Te Kamo, Whangārei, 0112",-35.68823,174.288513,,Liam Crawford,Active
RS19278,"Versatile - Johnston - 689 Cove Road, Waipu","689 Cove Road, Waipu, 0582",-36.02331,174.498474,,David Platt,Active
RS19277,McBreen Jenkins - 10 Dyer St,"10 Dyer Street, Raumanga, Whangārei, 0110",-35.75531,174.31308,,Rachel Wright,Complete
RS19276,4 Square Russell -  9-11 York Street (RS15486),"9 York Street, Russell, 0202",-35.262817,174.122726,,Rachel Wright,Active
RS19275,Kingston House - 123 Hone Heke Rd,"123 Hone Heke Road, Kerikeri, 0230",-35.22183,173.955643,,Rachel Wright,Not proceeding
RS19274,Aaron Patterson - 58 Rarangi Heights (RS16409),"58 Rarangi Heights, Parua Bay, 0192",-35.777572,174.522736,,Rachel Wright,Active
RS19273,Lindsay Gray - 124 Marsden Road Paihia,"124 Marsden Road, Paihia, 0200",0.0,0.0,,Liam Crawford,Active
RS19272,Felicity Christian - 18 Ewing Road,"18 Ewing Road, Riverside, Whangārei, 0112",-35.721172,174.3268,,Codie Hay,Active
RS19271,Matapouri Marae - Mackie Place,"9 Mackie Place, Matapouri, 0173",-35.567546,174.505341,,David Platt,Bid unsuccessful
RS19270,Martin Minehan & Jeff Bubridge - 23 Te Wairoa Lane,"23 Te Wairoa Lane, Tinopai, 0593",-36.214263,174.15744,,Codie Hay,Complete
RS19269,Delamare - 378 Whareora Rd,"378 Whareora Road, Whareora, 0175",-35.703807,174.360092,,Matthew Hargood,Not proceeding
RS19268,GJ Gardner - Lovell Land Ltd 664 Otakairangi Road,"664 Otakairangi Road, Ruatangata West, 0185",-35.610336,174.166061,,Liam Crawford,Active
RS19267,Advance Build - 243 Rawhiti Road,"243 Rawhiti Road, Rawhiti, 0184",-35.23589,174.260757,,Matthew Jacobson,Active
RS19266,Northern Projects Ltd - 27 Te Mai (RS18004),"27 Te Mai Road, Woodhill, Whangārei, 0110",0.0,0.0,,Sarah Scott,Active
RS19265,Signature Homes - Shane Beagle 9 Apotu Park Lane,"9 Apotu Park Lane, Kauri, 0185",0.0,0.0,,Nathan Walker,Active
RS19264,Dobbs Reed - 21 Bush Point Road,"21 Bush Point Road, Kerikeri, 0294",-35.192287,174.022247,,Harry Lee,Active
RS19263,Steve Keane - 10 Grahamtown Road,"10 Grahamtown Road, Onerahi, Whangārei, 0174",-35.755432,174.378326,,Codie Hay,Not proceeding
RS19262,Griffiths - 84 Sandford Rd,"84 Sandford Road, Ruakākā, 0171",-35.903698,174.435516,,Matthew Hargood,Unsuccessful
RS19261,Thorne - 2 Whangaumu Road,"2 Whangaumu Street, Tutukaka, 0173",-35.63412,174.524658,,David Platt,Complete
RS19260,Nedungat - Lot 14 Waipu Caves Estate,"Waipu Caves Estate Drive, Waipu",-35.932647,174.353027,,David Platt,Complete
RS19259,Hall - 2 Ishtar Place,"2 Ishtar Place, One Tree Point, 0118",-35.82481,174.450684,,David Platt,Complete
RS19258,Spring Park - 55A Great North Rd,"55A Great North Road, Te Kamo, Whangārei, 0112",-35.667873,174.297073,,Matthew Hargood,Active
RS19257,Griffiths - 274 Takahue Rd,"274 Takahue Road, Kaitaia, 0482",-35.161438,173.348969,,Matthew Hargood,Unsuccessful
RS19256,"Greenstar Properties - Reservoir Rise, Whangarei","Reservoir Rise, Port Whangārei, Whangārei, 0110",-35.74579,174.3247,,Matthew Jacobson,Active
RS19255,"Tau Henare Marae - 3254 PIPIWAI RD, PIPIWAI","3254 Pipiwai Road, Pipiwai, 0176",-35.61953,174.018326,,Harry Lee,Active
RS19254,"Norton - 3 Tern Lane, Whananaki","3 Tern Lane, Whananaki, 0181",-35.507152,174.462021,,Rachel Wright,Complete
RS19253,"Topuni Timber - Schiska Road, SH1, Kaiwaka","Schiska Road, Kaiwaka, Topuni, 0975",-36.201217,174.447464,,Rachel Wright,Unsuccessful
RS19252,"4 Square - 15 Freyberg Road, Ruawai","15 Freyberg Road, Ruawai, 0530",-36.135673,174.024582,,Rachel Wright,Complete
RS19251,Stevens - 100 Stunnell Road,"100 Stunnell Road, Otaika, 0170",-35.785026,174.2785,,Liam Crawford,Active
RS19250,Signature Homes - Ashton (ref 18386) 128 Mangawhai Heads Rd,"16 Waiwarawara Drive, Ruakākā, 0171",0.0,0.0,,Nathan Walker,Complete
RS19249,Manaaki Building - 197 Lower dent Street,"197 Lower Dent Street, Whangārei, 0110",0.0,0.0,,Sarah Scott,Construction
RS18893,Gribble - 50 George Street,"50 George Street, Hikurangi, 0114",-35.604545,174.286682,,David Platt,Active
RS19247,"Greenstar Properties - 65 Salesyard Road, Kauri","65 Saleyards Road, Kauri, 0185",0.0,0.0,,Sarah Scott,Active
RS19246,Sunshine Homes - 671 Kokopu Road,"671 Kokopu Road, Kokopu, 0179",0.0,0.0,,Sarah Scott,Active
RS19245,Signature Homes - O'Reilly 74 Rock Ridge Drive,"74 Rock Ridge Drive, Te Kamo, Whangārei, 0112",0.0,0.0,,Nathan Walker,Complete
RS19244,Cole Jobe - 1880 Ngunguru Rd,"1880 Ngunguru Road, Ngunguru, 0173",0.0,0.0,,Nathan Walker,Not proceeding
RS19243,"Glen & Erin Hawke - 11 Tullamore Rd, Maunu","11 Tullamore Lane, Maunu, Whangārei, 0110",-35.749973,174.274261,,Harry Lee,Active
RS19242,Geoff Hanham - 1013 Matapouri Rd,"1013 Matapouri Road, Matapouri, 0173",-35.564724,174.49675,,Harry Lee,Not proceeding
RS19241,Bregmen & Thompson - 12A Ranui Road,"12 Ranui Road, Whangārei Heads, 0174",-35.840183,174.570328,,David Platt,Complete
RS19240,Otamatea High School - Mandeno Design,"120 Bickerstaffe Road, Maungaturoto, 0587",-36.11669,174.364746,,Matthew Jacobson,Active
RS19239,GJ Gardner - Zuill,"58 Karanui Road, Te Kamo, Whangārei, 0185, New Zealand",-35.69624,174.259888,,Codie Hay,Not proceeding
RS19238,N & D Enterprises Ltd - 69 Marsden Point Road,"69 Marsden Point Road, Ruakākā, 0116",-35.89869,174.449417,,Codie Hay,Active
RS19237,NZ Portables - 159 Whananaki North Rd,"159 Whananaki North Road, Whakapara, 0181",-35.553127,174.294861,,Matthew Hargood,Unsuccessful
RS19236,Chandra Subramaniam - 282 Marsden Pt Rd,"282 Marsden Point Road, Ruakākā, 0116",0.0,0.0,,David Platt,Unsuccessful
RS19235,Webb - 433 Mahuta Road,"433 Mahuta Road, Mahuta, Mahuta, 0371, New Zealand",-36.012134,173.8182,,Ryan Jenner,Job incomplete
RS19234,Ariyani - 103 Commerce St,"103 Commerce Street, Kaitaia, 0410",-35.11366,173.2639,,Matthew Hargood,Not proceeding
RS19233,Webb - 443 Mahuta Rd,"443 Mahuta Road, Mahuta, 0371",-36.011447,173.817062,,Matthew Hargood,Complete
RS19232,Walker - 24 Tullamore Ln,"24 Tullamore Lane, Maunu, Whangārei, 0110, New Zealand",-35.750865,174.275391,,Daniel Squires,Design
RS19231,The Gardner Family Trust - 50 Kiteone Rd,"50 Kiteone Road, Parua Bay, 0174",-35.773124,174.4851,,Matthew Jacobson,Complete
RS19230,DHS - 2C Jessie St,"2C Jessie Street, Parahaki, Whangārei, 0112",-35.72753,174.3384,,Matthew Hargood,Complete
RS19229,Waitoto Dev - Workshop - 15 Aucks Rd,"15 Aucks Road, Russell, 0272",-35.288215,174.1503,,Matthew Hargood,Complete
RS19228,Wearmouth - 1912 Paparoa Valley Rd,"1912 Paparoa Valley Road, Paparoa, 0571",-36.099716,174.243256,,Matthew Hargood,Not proceeding
RS19227,"Rainford - 6 Kaipatiki Rise, Haruru","6 Kaipatiki Rise, Haruru, 0204",-35.2823,174.061768,,David Platt,Complete
RS19226,Advance Build - Swabb 534 Pataua Sth Rd,"534 Pataua South Road, Pataua South, 0192",-35.74013,174.527176,,Matthew Jacobson,Active
RS19225,GJ Gardner - Greensmith 873 Whareora Rd,"873 Whareora Road, Whareora, 0175",-35.68627,174.401337,,Liam Crawford,Active
RS19224,Matariki Traders Ltd - 125 Wairau Drive,"125 Wairau Drive, Tikipunga, Whangārei, 0112",-35.676704,174.322952,,David Platt,Complete
RS19223,Rolf Fuchs 225 Simons Rd,"225 Simons Road, Poroti, 0179",-35.76432,174.152008,,Sarah Scott,Active
RS19222,"Blundell - 226 Cames Road, Mangawhai","226 Cames Road, Mangawhai, 0975",-36.170806,174.55603,,Sarah Scott,Active
RS18396,Cottle Ventures Ltd - 207 Morningside Road,"207 Morningside Road, Morningside, Whangārei, 0110",-35.739742,174.320251,,Matthew Jacobson,Active
RS19220,Lokaj - 14 Blue Gum Pl,"14 Blue Gum Place, Woodhill, Whangārei, 0110",-35.729854,174.307983,,Matthew Hargood,Complete
RS19219,Speight - 22 Carr St,"22 Carr Street, Te Kamo, Whangārei, 0112",-35.69024,174.301147,,Matthew Hargood,Active
RS19218,GJ Gardner - Caulfield #18922,"6 Bonnie Doon Place, Whangārei, Whangārei, 0185, New Zealand",-35.661407,174.322525,,Codie Hay,Job cancelled
RS19217,McKernan - 17 St Anne Rd,"17 Saint Anne Road, Waipu, 0582",-36.029377,174.503525,,Liam Crawford,Complete
RS19216,Advance Build - Ramaroa 3116 Russell Rd,"3116 Russell Road, Punaruku, 0184",-35.36402,174.318039,,Matthew Jacobson,Active
RS19215,Dave & Renee Pilkington - 2 Taha Rd,"2 Taha Road, Kauri, 0185",-35.627265,174.278763,,Matthew Jacobson,Complete
RS19214,Cheryl Smith 13 Paratai Cres,"13 Paratai Crescent, Woodhill, Whangārei, 0110",-35.729156,174.3053,,Matthew Jacobson,Active
RS19213,Graham - 309 Nook Road,"309 Nook Road, Parua Bay, 0174",-35.793113,174.469543,,David Platt,Complete
RS19212,St Francis Xavier Parish - 63 Park Ave,"63 Park Avenue, Kensington, Whangārei, 0112",0.0,0.0,,Liam Crawford,Active
RS19211,Land of the Lotus - 304 Mangakahia Rd,"304 Mangakahia Road, Maungatapere, 0179",-35.753704,174.175568,,Sarah Scott,Active
RS19210,Camuso - 747 Whangarei Heads Road,"747 Whangarei Heads Road, Parua Bay, 0174",-35.777965,174.426468,,Ryan Jenner,Active
RS19209,NRC - 44/48 Hannah Street,"44 Hannah Street, Whangārei, 0110",-35.727825,174.324814,,Matthew Hargood,Complete
RS19208,B & M Young - 49 Ridgeway Dr,"49 Ridgeway Drive, Te Kamo, Whangārei, 0112",0.0,0.0,,Nathan Walker,Active
RS19207,Murnane - 21C  View Rd,"21C View Road, Hikurangi, 0114",-35.59534,174.282028,,Matthew Hargood,Active
RS19206,Fowler Homes - 11 Taranui Place,"11 Taranui Place, Mangawhai Heads, 0505",-36.086307,174.5832,,David Platt,Not proceeding
RS19205,PCM - Campbell,"6 Fantail Way, Mangawhai, Mangawhai, 0505, New Zealand",-36.124317,174.570374,,Codie Hay,Job cancelled
RS19204,Sutherland - 15 Karoro Road,"15 Karoro Road, One Tree Point, 0118",-35.821323,174.451447,,Ryan Jenner,Active
RS19203,Morgan Project - CL Balemi - 3524 SH1 Waipu,"3524 State Highway 1, Waipu, 0582",-35.966384,174.443237,,Matthew Hargood,Complete
RS19202,PCM - N Campbell - 6 Fantail Way,"6 Fantail Way, Mangawhai, 0505",-36.124317,174.570374,,Matthew Hargood,Active
RS19201,Jason - 4 & 6 Cornfoot Avenue,"4 Cornfoot Avenue, Whangārei Heads, 0174",-35.814933,174.504547,,David Platt,Unsuccessful
RS19200,"Homeworld - 71 Marlow Road, Riponui","71 Marlow Road, Riponui, 0185",-35.56597,174.124054,,David Platt,Complete
RS19199,Kensington Hospital - 12 Kensington Ave,"12 Kensington Avenue, Kensington, Whangārei, 0112",-35.708602,174.320175,,Rachel Wright,Active
RS19198,Advance Build - 7 Blue Gum Lane Kerikeri,"7 Blue Gum Lane, Kerikeri, 0293",-35.241874,173.923264,,Matthew Jacobson,Active
RS19197,"RDA - Barge Park, Maunu","Barge Showgrounds Events Centre 474 Maunu Road, Maunu, Whangarei, 0179",-35.74167,174.2757,,Harry Lee,Not proceeding
RS19196,Matatina - Papakainga Dev Nathans Rd,"Nathans Road, Waipoua, 0376",0.0,0.0,,Matthew Jacobson,Complete
RS19195,Signature - Waitere - 15 Taitua Tce,"15 Taitua Terrace, Port Whangārei, Whangārei, 0110",-35.744003,174.318771,,Harry Lee,Complete
RS19194,WBHS - Block K Gym,"245 Western Hills Drive, Avenues, Whangārei, 0110",-35.717357,174.315887,,Rachel Wright,Complete
RS19193,Hargood - 171 Abbey Caves Road,"171 Abbey Caves Road, Abbey Caves, Whangārei, 0175",-35.71551,174.353683,,Codie Hay,Complete
RS19192,Versatile - Bennett - 3321 S HW 1,"3321 State Highway 1, Waipu, 0582",-35.951187,174.454376,,Liam Crawford,Active
RS19191,Baxter - 287 Massey Road,"287 Massey Road, Waipu, 0582",-36.049022,174.469421,,Matthew Hargood,Complete
RS19190,Te Putahi Projects - 14 Commerce St,"14 Commerce Street, Kaitaia, 0410",-35.11607,173.265167,,Matthew Jacobson,Active
RS19189,Te Kupenga Farm - Hewitt Rd,"Hewitt Road, Te Tii, 0294",-35.132614,173.980611,,Daniel Squires,Complete
RS19188,Elliot - 120 Golf Harbour Dr,"120 Golf Harbour Drive, Maunu, Whangārei, 0179",-35.72999,174.247025,,Matthew Hargood,Complete
RS19187,Pihi Kaha Project - 151 Maunu Rd Whangārei Hospital’s,"151 Maunu Road, Horahora, Whangārei, 0110",-35.73433,174.302368,,Rachel Wright,Proposal
RS19186,Craig - 110 Pipiwai Rd,"110 Pipiwai Road, Whangarei, 0176",-35.672527,174.284348,,Matthew Jacobson,Complete
RS19185,Guyco Construction - 43 Ohawini Rd,"43 Ohawini Road, Ōakura, 0184",-35.3803,174.344574,,Matthew Jacobson,Active
RS19184,Scott - 187A Whau Valley Rd,"187A Whau Valley Road, Whau Valley, Whangārei, 0112",-35.701622,174.297729,,Matthew Hargood,Active
RS18332,"D & J Statham - 73 Heatherlea Drive, Ruakaka","73 Heatherlea Drive, Ruakākā, 0171",-35.89513,174.4293,,Matthew Jacobson,Complete
RS19182,Shanks - 239 Marsden Point Road,"239 Marsden Point Road, Ruakākā, 0116",-35.881443,174.452087,,David Platt,Active
RS19181,Homeworld - Wilson Tabuteau - 53 Motutara Dr,"53 Motutara Drive, Karikari Peninsula, 0483",-34.878025,173.292191,,Matthew Hargood,Unsuccessful
RS19180,Tapora Primary School -1 Okahukura Rd,"1 Okahukura Road, Tapora, 0977, New Zealand",-36.351295,174.302429,,Matthew Jacobson,Complete
RS19179,GJ Gardner - Macefield 2 Kentia Court,"2 Kentia Court, Ruakākā, 0118",-35.839027,174.459946,,Liam Crawford,Active
RS18512,McQuinn - 167 Fairway Drive,"167 Fairway Drive, Te Kamo, Whangārei, 0112",-35.688854,174.300339,,David Platt,Complete
RS19177,Milking Shed - 450a Settlement Road,"450A Settlement Road, Kaiwaka, 0573",0.0,0.0,,Logan Holt,Active
RS19176,Versatile - 252 Molesworth Drive,"252 Molesworth Drive, Mangawhai Heads, 0505",-36.094692,174.58638,,Ryan Jenner,Active
RS19175,Otaika Valley School - Valley Rd Classroom Alteration,"Valley View Road, Otaika, 0170",-35.789093,174.291977,,Harry Lee,Complete
RS19174,Advance Build - 7886 SH 12,"7886 State Highway 12, Ōmāpere, 0473",-35.55644,173.407913,,Matthew Jacobson,Active
RS19173,Belsham - 7 Lynfield Place,"7 Lynfield Place, Mount Roskill, Auckland, 1041",0.0,0.0,,Logan Holt,Unsuccessful
RS19172,Signature Homes - 3 James Clendon Pl,"3 James Clendon Place, Okiato, 0272",-35.30321,174.120239,,Harry Lee,Active
RS19171,Signature Homes - 22a Blue Moon rise,"22A Blue Moon Rise, Waipu, Waipu, 0582, New Zealand",0.0,0.0,,Nathan Walker,Unsuccessful
RS19170,Signature Homes - Robertson - 11 Serenity Place Parua Bay,"11 Serenity Place, Parua Bay, Parua Bay, 0174, New Zealand",0.0,0.0,,Nathan Walker,Active
RS19169,WDC - Slips Investigation - CON23064,New Zealand,0.0,0.0,,Matthew Jacobson,Active
RS19168,"Clark - 56 Wairahi Road, Langs Beach","56 Wairahi Road, Langs Beach, 0582",-36.04739,174.534973,,David Platt,Active
RS19167,Mark Zeilstra - R&B 290 Orira Rd,"290 Orira Road, Umawera, Northland, 0476",-35.316814,173.571823,,Matthew Jacobson,Complete
RS19166,Arco (previously Builtmart) - Riverview School,"23 Riverview Road, Kerikeri, 0230",-35.2077,173.969238,,Matthew Jacobson,Active
RS19165,Versatile - Strydom - 43 Matahehe Ln,"43 Matahehe Lane, Tinopai, 0593",-36.161655,174.189819,,Harry Lee,Active
RS19164,Iaan McKenzie - 147 Tara Rd,"147 Tara Road, Mangawhai, 0573",-36.122623,174.553009,,Harry Lee,Active
RS19163,Rosewarne - 45 Flagstaff Tce,"45 Flagstaff Terrace, Waipu, 0582, New Zealand",-35.98917,174.462936,,Matthew Hargood,Bid withdrawn
RS19162,Northpower Seismic - Mt Pleasant Rd (Ref 12932),"28 Mount Pleasant Road, Raumanga, Whangārei, 0110, New Zealand",-35.746543,174.309357,,Daniel Squires,Active
RS19161,BKL Matheson - Glenmohr Rd,"Glenmohr Road, Lot 2, Waipu, 0582",-36.032735,174.460559,,Matthew Jacobson,Active
RS19160,Kowhai Properties - Waiotu Block Rd,"Waiotu Block Road, Hūkerenui, 0182",-35.517547,174.227463,,Matthew Jacobson,Active
RS19159,MOE - Selwyn Park School,"38 Onslow Street, Dargaville, 0310",-35.932796,173.876373,,Matthew Jacobson,Active
RS19158,Antonio - 1398 Redhill Rd,"1398 Redhill Road, Te Kōpuru, 0371",-36.077312,173.876541,,David Platt,Active
RS19157,Versatile - 11 Braemar lane,"11 Braemar Lane, Waipu, 0510",-35.986682,174.449966,,David Platt,Active
RS19156,Perry - 4B Rua Road,"4B Rua Road, Mangawhai, 0573",-36.11016,174.5408,,David Platt,Complete
RS19155,Blush Skin Clinic - 76 Western Hills Dr,"76 Western Hills Drive, Kensington, Whangārei, 0112",-35.704284,174.311981,,Harry Lee,Not proceeding
RS19154,Smith & Maxwell -193 Newton Rd,"193 Newton Road, Kaikohe, 0473",-35.533844,173.405411,,Codie Hay,Complete
RS19153,Patel - Te Maika Rd,"Te Maika Road, Ngunguru, 0173",0.0,0.0,,Codie Hay,Complete
RS19152,Signature Homes - Harrison 54 Te Taniwha Rd,"54 Te Taniwha Road, Whangārei, 0118",-35.834266,174.458054,,Nathan Walker,Complete
RS19151,Reyburn & Bryant - Sturgin - 123 One Tree Point Road,"123 One Tree Point Road, One Tree Point, 0118",-35.82967,174.462692,,Matthew Jacobson,Active
RS19150,Fairweather - 1948 Whangarei Heads Road,"1948 Whangarei Heads Road, Whangārei Heads, 0174",-35.806655,174.501465,,David Platt,Complete
RS19149,Otaika Valley School - LSPM,"11 Valley View Road, Whangārei, 0170",-35.78668,174.30011,,Liam Crawford,Active
RS19148,Fett and Lee  - 37A Reinga Rd,"37A Reinga Road, Kerikeri, 0230, New Zealand",-35.214508,173.980774,,Matthew Hargood,Not proceeding
RS19147,Colthurst Seismic - 25 Bank St,"25 Bank Street, Whangārei, 0110",-35.725437,174.319214,,Rachel Wright,Job cancelled
RS19146,WDC Maunu Stormwater,"499 State Highway 14, Maunu, Whangārei, 0179",-35.744884,174.268448,,Matthew Jacobson,Active
RS19145,Ngunguru Football Club - Kopipi Crescent,"33b Kopipi Crescent, Ngunguru, 0173",-35.628402,174.5047,,David Platt,Not proceeding
RS19144,ARGENTO - 98A Western Hills Dr,"98A Western Hills Drive, Kensington, Whangārei, 0112",-35.70564,174.310532,,Matthew Hargood,Complete
RS19143,Turley - 55 Mill Rd,"55 Mill Road, Kensington, Whangārei, 0112, New Zealand",-35.708316,174.325073,,Matthew Hargood,Bid unsuccessful
RS19142,Cumiskey - 453B Barrier View Rd,"453B Barrier View Road, Mangawhai, 0573",-36.086952,174.563354,,Logan Holt,Active
RS19141,Robb Alteration 117 Wintle St,"117 Wintle Street, Mangawhai Heads, 0505",0.0,0.0,,Logan Holt,Active
RS19140,Maxwell - The Lakes Drive Waipapa,"The Lakes Drive, Kerikeri, 0230",0.0,0.0,,Sarah Scott,Complete
